Designator,Mid X,Mid Y,Rotation,Layer
C1,152.99,-85.75,0.0,top
C2,152.57,-88.37,0.0,top
J1,143.75,-83.5,0.0,top
SW1,161.25,-83.5,0.0,top
U1,153.101,-66.7745,0.0,top
U2,152.5,-82.0,0.0,top
